X1,ID,DATE,filed_date,docket,SUBJECT,file_name,url,link_text,FROM,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES,ERROR
1,20190311-0022,2019-03-05,2019-03-11,P-14861-000,The Klickitat County Board of County Commissioners submits comments re the Intent and Pre- Application Document for the Goldendale Energy Storage Project under P-14861.Availability: Public,20190311-0022-15179679.tif; 20190311-0022-15181779.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15179679; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15181779,Image; FERC Generated PDF,,,,,,,,,
3,20190221-0008,2019-02-21,2019-02-21,RM18-9-000,Rulemaking comments of Senator Sheldon Whitehouse et al. urging FERC to adopt final rule that enables all distributed energy resources (DERs) the opportunity to participate in RTO/ISO wholesale markets under RM18-9.Availability: Public,20190221-0008-15165864.tif; 20190221-0008-15166036.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15165864; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15166036,Image; FERC Generated PDF,,,,,,,,,
5,20190211-0007,2019-02-11,2019-02-11,EL19-9-000,"Congressman Frank Pallone Jr. submits comments re Stonegate Power, LLC v. PJM Interconnection, and LLC under EL19-9.Availability: Public",20190211-0007-15160353.tif; 20190211-0007-15160373.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15160353; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15160373,Image; FERC Generated PDF,,,,,,,,,
6,20190221-0009,2019-02-11,2019-02-11,RM18-9-000,Rulemaking comments Congressman Peter Welch et al urging FERC to adopt final rule that enables all distributed energy resources (DERs) the opportunity to participate in RTO/ISO wholesale markets under RM18-9.Availability: Public,20190221-0009-15165865.tif; 20190221-0009-15166000.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15165865; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15166000,Image; FERC Generated PDF,,,,,,,,,
7,20190208-0023,2019-02-07,2019-02-07,P-2413-000,US Representative Jody Hice requests information on the status and timeline regarding the application for the Wallace Dam Project under P-2413.Availability: Public,20190208-0023-15159289.tif; 20190208-0023-15159444.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15159289; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15159444,Image; FERC Generated PDF,,,,,,,,,
2,20190226-0015,2019-02-04,2019-02-26,CP16-480-000,Alex Dominguez of the Texas House of Representative submits comments re the Annova LNG Project under CP16-480.Availability: Public,20190226-0015-15169480.tif; 20190226-0015-15169659.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15169480; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15169659,Image; FERC Generated PDF,,,,,,,,,
8,20190131-4000,2019-01-29,2019-01-31,CP19-14-000,U.S. Congressman Denver Riggleman forwards the completed privacy release form on behalf of constituent re the temporary easement used by Mountain Valley Pipeline on her property under CP19-14.Availability: Public,20190131-4000-15156024.pdf; 20190131-4000-15156337.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15156024; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15156337,PDF; FERC Generated PDF,,,,,,,,,
9,20190131-4001,2019-01-29,2019-01-31,CP19-14-000,U.S. Congressman Denver Riggleman forwards the completed privacy release form on behalf of a constituent re the temporary easement used by Mountain Valley Pipeline on her property under CP19-14.Availability: Privileged,20190131-4001-15156025.pdf; 20190131-4001-15156339.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15156025; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15156339,PDF; FERC Generated PDF,,,,,,,,,
10,20190131-4002,2019-01-28,2019-01-31,CP18-46-000,U.S. Congressman Brian Fitzpatrick submit comments re the Adelphia Gateway Pipeline Project under CP18-46.Availability: Public,20190131-4002-15156112.pdf; 20190131-4002-15156465.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15156112; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15156465,PDF; FERC Generated PDF,,,,,,,,,
11,20190125-0026,2019-01-17,2019-01-25,CP19-26-000,State Representative Chris Sainato submits letter re Dominion Energy's West Loop Project under CP19-26.Availability: Public,20190125-0026-15148088.tif; 20190125-0026-15148584.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15148088; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15148584,Image; FERC Generated PDF,,,,,,,,,
4,20190222-0020,2019-01-15,2019-02-21,P-2305-000,The State of Texas Representative James White submits comments re the Toledo Bend under P-2305.Availability: Public,20190222-0020-15167478.tif; 20190222-0020-15167767.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15167478; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15167767,Image; FERC Generated PDF,,,,,,,,,
12,20181226-0008,2018-12-19,2018-12-20,P-1250-020P-14836-000,"U.S. Congresswoman Grace F. Napolitano, et al. submit comments re the Conduit Exemption Application and Renewal of USFS Special-Use-Permit for the Azusa Hydroelectric Power Project under P-1250, et al.Availability: Public",20181226-0008-15127104.tif; 20181226-0008-15127131.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15127104; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15127131,Image; FERC Generated PDF,,,,,,,,,
14,20181207-0008,2018-12-06,2018-12-06,CP17-66-000CP17-67-000,"U.S. Senator John Kennedy, et al submits comments re Venture Global Plaquemines LNG, LLC and Venture Global Gator Express, LLC under CP17-66, et al.Availability: Public",20181207-0008-15113037.tif; 20181207-0008-15113476.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15113037; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15113476,Image; FERC Generated PDF,,,,,,,,,
15,20181207-0009,2018-12-03,2018-12-04,CP16-454-000CP16-455-000,United States Senator John Cornyn submits letter re the Rio Grande LNG Project under CP16-454 et al.Availability: Public,20181207-0009-15113038.tif; 20181207-0009-15113227.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15113038; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15113227,Image; FERC Generated PDF,,,,,,,,,
16,20181207-0010,2018-12-03,2018-12-04,CP16-10-000,Comments of Dr. Robert M. Jones re the Mountain Valley Pipeline Project under CP16-10.Availability: Public,20181207-0010-15113039.tif; 20181207-0010-15113500.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15113039; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15113500,Image; FERC Generated PDF,,,,,,,,,
17,20181207-0011,2018-12-03,2018-12-04,CP16-454-000CP16-455-000,Comments of Congressman Bill Johnson re the Rio Grande Project under CP16-454 et al.Availability: Public,20181207-0011-15113041.tif; 20181207-0011-15113528.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15113041; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15113528,Image; FERC Generated PDF,,,,,,,,,
18,20181204-0007,2018-12-03,2018-12-03,CP16-454-000CP16-455-000,"U.S. Congressman Kevin Brady submit comments re Rio Grande LNG Project under CP16-454, et al.Availability: Public",20181204-0007-15110151.tif; 20181204-0007-15110189.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15110151; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15110189,Image; FERC Generated PDF,,,,,,,,,
13,20181214-0008,2018-11-30,2018-12-11,CP16-454-000CP16-455-000,"U.S. Congressman Pete Olson submit comments re Rio Grande LNG Project under CP16-454, et al.Availability: Public",20181214-0008-15117568.tif; 20181214-0008-15117775.pdf; 20181214-0008-15118946.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15117568; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15117775; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15118946,Image; FERC Generated PDF; FERC Generated PDF,,,,,,,,,
20,20181130-0006,2018-11-28,2018-11-29,CP16-361-000,The congressman is requesting that FERC investigate commenters' concerns re compression stations being built under CP16-361.Availability: Public,20181130-0006-15107420.tif; 20181130-0006-15107598.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15107420; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15107598,Image; FERC Generated PDF,,,,,,,,,
23,20181130-0007,2018-11-27,2018-11-27,CP18-6-000,"Senator is discussing the application submitted by RH energytrans, LLC to construct a natural gas pipeline et al. under CP18-6.Availability: Public",20181130-0007-15107421.tif; 20181130-0007-15107589.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15107421; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15107589,Image; FERC Generated PDF,,,,,,,,,
21,20181127-0019,2018-11-20,2018-11-27,,"Public Utility Law Judge's Notice of Pre-Hearing Conference re Bluegrass Solar, LLC (Public Service Commission of Maryland) Case No. 9496.Availability: Public",20181127-0019-15103891.tif; 20181127-0019-15103962.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15103891; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15103962,Image; FERC Generated PDF,,,,,,,,,
22,20181127-0025,2018-11-16,2018-11-27,P-2808-017Docket Change,Maine Historic Preservation Commission submits the installation of Eel passage for the Lower Parker Project under P-2808.Availability: Public,20181127-0025-15103897.tif; 20181127-0025-15104694.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15103897; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15104694,Image; FERC Generated PDF,,,,,,,,,
24,20181119-0028(partial),2018-11-08,2018-11-15,P-2113-000,"U.S. Congressman Sean P. Duffy submits the signed Privacy Act Release from Mr. John Bourgeois re the ability to construct and ATV/UTV trail et al, under P-2113.Availability: Public",20181119-0028(partial)-15099906.tif; 20181119-0028(partial)-15100730.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15099906; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15100730,Image; FERC Generated PDF,,,,,,,,,
25,20181119-0029(partial),2018-11-08,2018-11-15,P-2113-000,"U.S. Congressman Sean P. Duffy submits letter of the signed Privacy Act Release from Mr. John Bourgeois re the ability to construct and ATV/UTV trail et al., under P-2113.Availability: Privileged",20181119-0029(partial)-15099907.tif; 20181119-0029(partial)-15100255.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15099907; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15100255,Image; FERC Generated PDF,,,,,,,,,
27,20181109-0007,2018-11-01,2018-11-08,CP17-117-000CP17-118-000,"U.S. Representative Clay Higgins and U.S. Representative Steve Scalise submits comments re the Tellurian, Inc.'s Driftwood LNG and Pipeline Project under CP17-117, et al.Availability: Public",20181109-0007-15094370.tif; 20181109-0007-15094384.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15094370; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15094384,Image; FERC Generated PDF,,,,,,,,,
28,20181107-0007,2018-11-01,2018-11-06,P-1881-000,United States Senator Robert P. Casey Jr. Forwards letter from Barry Reichard re his concerns over the pending eviction of tenants and destruction of cottages along the Susquehanna River by Brookfield Renewable Partners' Holtwood Project under P-1881.Availability: Public,20181107-0007-15092584.tif; 20181107-0007-15092629.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15092584; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15092629,Image; FERC Generated PDF,,,,,,,,,
30,20181105-0009,2018-11-01,2018-11-01,CP17-117-000CP17-118-000,"United States Senator John Kennedy submit comments re the Driftwood Liquid Natural Gas Project under CP17-117, et al.Availability: Public",20181105-0009-15090562.tif; 20181105-0009-15090641.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15090562; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15090641,Image; FERC Generated PDF,,,,,,,,,
32,20181105-0011,2018-11-01,2018-11-01,CP17-117-000CP17-118-000,"United States Congressman Gene Green, et al submit comments re the Driftwood LNG & Driftwood Pipeline under CP17-117, et al.Availability: Public",20181105-0011-15090564.tif; 20181105-0011-15090807.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15090564; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15090807,Image; FERC Generated PDF,,,,,,,,,
33,20181105-0012,2018-11-01,2018-11-01,CP17-117-000CP17-118-000,Comments of US Senator Bill Cassidy re Driftwood LNG & Driftwood Pipeline Project under CP17-117 et al.Availability: Public,20181105-0012-15090565.tif; 20181105-0012-15090805.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15090565; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15090805,Image; FERC Generated PDF,,,,,,,,,
19,20181204-0008,2018-10-31,2018-12-03,CP19-14-000,Congress Member Mark Walker submits a response to FERC's 07/16/18 letter re the Mountain Valley Pipeline's Southgate Project under CP19-14.Availability: Public,20181204-0008-15110152.tif; 20181204-0008-15110388.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15110152; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15110388,Image; FERC Generated PDF,,,,,,,,,
26,20181108-0011,2018-10-31,2018-11-08,CP17-117-000CP17-118-000,U.S. Congressman Pete Olson submits comments re the Driftwood LNG Project under CP17-117 et al.Availability: Public,20181108-0011-15093536.tif; 20181108-0011-15093584.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15093536; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15093584,Image; FERC Generated PDF,,,,,,,,,
29,20181107-0008,2018-10-31,2018-11-06,CP17-117-000CP17-118-000,"State of Louisiana, Department of Justice Attorney General Jeff Landry submits comments re the Driftwood LNG Project under CP17-117 et al.Availability: Public",20181107-0008-15092591.tif; 20181107-0008-15092641.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15092591; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15092641,Image; FERC Generated PDF,,,,,,,,,
34,20181031-0010,2018-10-29,2018-10-30,CP17-117-000CP17-118-000,"Comments of Congress Member Ralph Abraham re the Driftwood LNG Project under CP17-117, et al.Availability: Public",20181031-0010-15087148.tif; 20181031-0010-15087525.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15087148; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15087525,Image; FERC Generated PDF,,,,,,,,,
36,20181031-0009,2018-10-29,2018-10-29,,Chairman Fred Upton of The House of Representatives Committee on Energy and Commerce submits letter re the Timely Review of the Infrastructure Act.Availability: Public,20181031-0009-15087143.tif; 20181031-0009-15087457.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15087143; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15087457,Image; FERC Generated PDF,,,,,,,,,
31,20181105-0010,2018-10-17,2018-11-01,CP17-117-000CP17-118-000,"Comments of Congress Member Bill Gibbs re the Driftwood LNG & Driftwood Pipeline Projects under CP17-117, et al.Availability: Public",20181105-0010-15090563.tif; 20181105-0010-15090806.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15090563; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15090806,Image; FERC Generated PDF,,,,,,,,,
35,20181031-0011,2018-10-15,2018-10-30,ER18-2342-000,"Comments of Congress Member John Shimkus re GridLiance Heartland, LLC under ER18-2342.Availability: Public",20181031-0011-15087159.tif; 20181031-0011-15087506.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15087159; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15087506,Image; FERC Generated PDF,,,,,,,,,
37,20181016-0022,2018-10-12,2018-10-15,CP18-46-000CP18-46-001,"Comments of Congress member, Lou Barletta re the Adelphia Gateway Project, under CP18-46, et.al.Availability: Public",20181016-0022-15074118.tif; 20181016-0022-15074194.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15074118; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15074194,Image; FERC Generated PDF,,,,,,,,,
40,20181002-0043,2018-10-01,2018-10-01,PL18-1-000,"U.S. Senator Shelley Moore Capito et al., submit comments re the Certification of New Interstate Natural Gas Facilites under PL18-1.Availability: Public",20181002-0043-15056940.tif; 20181002-0043-15058186.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15056940; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15058186,Image; FERC Generated PDF,,,,,,,,,
38,20181016-0023,2018-09-25,2018-10-15,CP18-6-000,"Congressman Mike Kelly submits comments re the RH energytrans, LLC's proposed energy transportation project, under CP18-6.Availability: Public",20181016-0023-15074119.tif; 20181016-0023-15074399.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15074119; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15074399,Image; FERC Generated PDF,,,,,,,,,
43,20180928-0016,2018-09-25,2018-09-26,AD16-16-000,U.S. Senator John Barrasso and U.S. Representative Tim Walberg submits additional information concerning the 7/24/18 letter re the Public Utility Regulatory Policies Act of 1978 regulations under AD16-16.Availability: Public,20180928-0016-15053951.tif; 20180928-0016-15054238.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15053951; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15054238,Image; FERC Generated PDF,,,,,,,,,
44,20180928-0017,2018-09-25,2018-09-26,ER18-2208-000,United States Senator Richard Blumenthal et al submits a letter concerning the New England Power Pool Participant Committee's 8/13/18 filing of two membership amendments under ER18-2208.Availability: Public,20180928-0017-15053952.tif; 20180928-0017-15054284.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15053952; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15054284,Image; FERC Generated PDF,,,,,,,,,
45,20180928-0018,2018-09-25,2018-09-26,P-2413-000,Congressman Jody Hice submits letter on behalf of Tim Duvall and Paul Maynard (constituents) re the Wallace Dam Project under P-2413.Availability: Public,20180928-0018-15053953.tif; 20180928-0018-15054258.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15053953; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15054258,Image; FERC Generated PDF,,,,,,,,,
47,20180926-0013,2018-09-21,2018-09-25,P-10808-000,"U.S. Senator Debbie Stabenow submit comments re Edenville Hydropower Project operated by Boyce Hydro Power, LLC, under P-10808.Availability: Public",20180926-0013-15051786.tif; 20180926-0013-15053490.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15051786; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15053490,Image; FERC Generated PDF,,,,,,,,,
39,20181002-0041,2018-09-18,2018-10-01,P-10808-000,U.S.Congressman John Moolenaar submits comments re the Lake Association's Emergency Motion to Stay Order of License Revocation for the Edenville Project under P-10808.Availability: Public,20181002-0041-15056911.tif; 20181002-0041-15057267.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15056911; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15057267,Image; FERC Generated PDF,,,,,,,,,
41,20180928-0014,2018-09-18,2018-09-28,CP16-9-000,Comments of Congressman Stephen F. Lynch re the proposed construction of a natural gas compressor station in the Town of Weymouth concerning the Atlantic Bridge Project under CP16-9.Availability: Public,20180928-0014-15053947.tif; 20180928-0014-15054229.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15053947; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15054229,Image; FERC Generated PDF,,,,,,,,,
42,20180926-0011,2018-09-18,2018-09-26,P-10808-000,The House of Representatives submits additional information re the Support of Lake Association's Emergency Motion to Stay Order of License Revocation for the Edenville Project under P-10808.Availability: Public,20180926-0011-15051796.tif; 20180926-0011-15052169.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15051796; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15052169,Image; FERC Generated PDF,,,,,,,,,
49,20180920-0016,2018-09-18,2018-09-18,ER18-2208-000,"United States Congressman Joseph P. Kennedy, III, et al submit comments re the 8/13/18 filing of the amendment to New England Power Pool agreement under ER18-2208.Availability: Public",20180920-0016-15045957.tif; 20180920-0016-15046013.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15045957; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15046013,Image; FERC Generated PDF,,,,,,,,,
50,20180913-0015(partial),2018-09-10,2018-09-12,CP15-93-000,Letter from Congressman Bob Gibbs on behalf of Michael Schmuki re authorization of FERF Class III for reclaiming of waterways etc. under CP15-93.Availability: Privileged,20180913-0015(partial)-15037887.tif; 20180913-0015(partial)-15038203.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15037887; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15038203,Image; FERC Generated PDF,,,,,,,,,
51,20180912-0018,2018-09-10,2018-09-11,P-516-000,United States Congressman Joe Wilson submits comments re Mr. Wesley S. Wilson under P-516.Availability: Public,20180912-0018-15035074.tif; 20180912-0018-15035772.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15035074; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15035772,Image; FERC Generated PDF,,,,,,,,,
52,20180912-0019,2018-09-10,2018-09-11,P-516-000,United States Congressman Joe Wilson submits comments re Mr. Wesley S. Wilson under P-516.Availability: Privileged,20180912-0019-15035075.tif; 20180912-0019-15036052.pdf; 20180912-0019-15039160.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15035075; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15036052; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15039160,Image; FERC Generated PDF; FERC Generated PDF,,,,,,,,,
53,20180905-0006,2018-09-04,2018-09-04,P-1855-000P-1889-000P-1892-000P-1904-000P-2485-000Docket Change,"Comments of Senator Jeanne Shaheen, et al re the Bellows Falls Hydroelectric Project under P-1855, et al.Availability: Public",20180905-0006-15017492.tif; 20180905-0006-15018877.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15017492; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15018877,Image; FERC Generated PDF,,,,,,,,,
54,20180817-0009,2018-08-15,2018-08-15,P-8015-004,U.S. Senator Tammy Baldwin submits letter re the Water Level of the Wolf River under P-8015.Availability: Public,20180817-0009-14999427.tif; 20180817-0009-14999874.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14999427; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14999874,Image; FERC Generated PDF,,,,,,,,,
56,20180814-0008,2018-08-13,2018-08-13,CP15-554-000CP15-554-001,"Comments of Senator Joe Manchin III, et al re Mountain Valley Pipeline and Atlantic Coast Pipeline, LLC under CP15-554 et al.Availability: Public",20180814-0008-14997631.tif; 20180814-0008-14997677.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14997631; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14997677,Image; FERC Generated PDF,,,,,,,,,
57,20180810-0008,2018-08-10,2018-08-10,CP18-38-000,"Office of the Assistant Secretary of Defense submits the March 27, 2018, request for the Department of Defense views on the proposed amended Presidential permit for the Sierrita Gas Pipeline, LLC under CP18-38.Availability: Public",20180810-0008-14996101.tif; 20180810-0008-14996106.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14996101; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14996106,Image; FERC Generated PDF,,,,,,,,,
55,20180814-0007,2018-08-07,2018-08-13,CP17-117-000CP17-118-000,Comments of Congressman Tim Ryan re the Driftwood LNG and Driftwood Pipeline under CP17-117 et al.Availability: Public,20180814-0007-14997630.tif; 20180814-0007-14997658.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14997630; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14997658,Image; FERC Generated PDF,,,,,,,,,
58,20180809-0016,2018-08-03,2018-08-09,P-11175-000,"Comments of Kari Dziedzic Minnesota State Senate re Crown Hydro, LLC's Mill Hydroelectric Project under P-11175.Availability: Public",20180809-0016-14995493.tif; 20180809-0016-14995574.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14995493; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14995574,Image; FERC Generated PDF,,,,,,,,,
59,20180813-0016,2018-07-30,2018-08-09,CP17-458-000,"Comments of Representative Marcus McEntire, State of Oklahoma re Midship Pipeline Company, LLC request for expedited Commission Approval under CP17-458.Availability: Public",20180813-0016-14996874.tif; 20180813-0016-14996901.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14996874; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14996901,Image; FERC Generated PDF,,,,,,,,,
60,20180731-0108,2018-07-26,2018-07-27,PL18-1-000,"Rulemaking comment of Sheldon Whitehouse,Jeffrey A. Merkley, Benjamin L. Cardin, Chris Van Hollen, Edward J. Markey and Brian Schatz  under PL18-1.Availability: Public",20180731-0108-14989629.tif; 20180731-0108-14990096.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14989629; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14990096,Image; FERC Generated PDF,,,,,,,,,
61,20180726-5029,2018-07-25,2018-07-26,PL18-1-000,Comment of US Senators Tim Kaine and Mark R. Warner under PL18-1.Availability: Public,20180726-5029-14983715.pdf; 20180726-5029-14983728.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14983715; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14983728,PDF; FERC Generated PDF,,,,,,,,,
62,20180731-0107,2018-07-25,2018-07-26,PL18-1-000,"Rulemaking Comments of U.S. Senator Mark R. Warner, et al re the notice of inquiry - certificate of new interstate natural gas facilities under PL18-1.Availability: Public",20180731-0107-14989628.tif; 20180731-0107-14990089.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14989628; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14990089,Image; FERC Generated PDF,,,,,,,,,
63,20180725-0462,2018-07-25,2018-07-25,P-2454-066Docket Change,US Congressman Richard M. Nolan submit letter re the Chippewa Indian Agency Site and Minnesota Power's Sylvan Hydroelectric Project under P-2454.Availability: Public,20180725-0462-14982658.tif; 20180725-0462-14983330.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14982658; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14983330,Image; FERC Generated PDF,,,,,,,,,
64,20180725-0463,2018-07-20,2018-07-24,RP18-877-000,"U.S. Sentor Roy Blunt, et al submit comments re the natural gas service rate proposal re McGas Pipeline LLC under RP18-877.Availability: Public",20180725-0463-14982662.tif; 20180725-0463-14985565.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14982662; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=14985565,Image; FERC Generated PDF,,,,,,,,,
46,20180926-0012,2018-07-18,2018-09-25,CP14-96-000,Congressman Nita M. Lowey submit comments re the AIM pipelines in the vicinity of the nuclear reactors at Indian Point Energy Center under CP14-96.Availability: Public,20180926-0012-15051785.tif; 20180926-0012-15051941.pdf,https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15051785; https://elibrary.ferc.gov/idmws/common/opennat.asp?fileID=15051941,Image; FERC Generated PDF,,,,,,,,,
